Epoch [1/15],  U_d: -0.2194,  U_a: -0.9941,  test accuracy: 0.6764,  forget accuracy: 0.9924,  retain accuracy: 0.9955,  att accuracy: 0.5029,  MIA accuracy: 0.6923,  MIA auc: 0.7474,  MIA recall: 0.9292, 
Epoch [2/15],  U_d: -0.6301,  U_a: -0.9874,  test accuracy: 0.5764,  forget accuracy: 0.8010,  retain accuracy: 0.8794,  att accuracy: 0.5062,  MIA accuracy: 0.6028,  MIA auc: 0.6495,  MIA recall: 0.7050, 
Epoch [3/15],  U_d: -0.3813,  U_a: -1.0004,  test accuracy: 0.5926,  forget accuracy: 0.7776,  retain accuracy: 0.8920,  att accuracy: 0.4997,  MIA accuracy: 0.5925,  MIA auc: 0.6208,  MIA recall: 0.6728, 
Epoch [4/15],  U_d: -0.3720,  U_a: -1.0042,  test accuracy: 0.5836,  forget accuracy: 0.7718,  retain accuracy: 0.9039,  att accuracy: 0.4978,  MIA accuracy: 0.5711,  MIA auc: 0.6055,  MIA recall: 0.6542, 
Epoch [5/15],  U_d: -0.1673,  U_a: -0.9826,  test accuracy: 0.6148,  forget accuracy: 0.7920,  retain accuracy: 0.9308,  att accuracy: 0.5086,  MIA accuracy: 0.5875,  MIA auc: 0.6176,  MIA recall: 0.6774, 
Epoch [6/15],  U_d: -0.3808,  U_a: -0.9974,  test accuracy: 0.6142,  forget accuracy: 0.7844,  retain accuracy: 0.9409,  att accuracy: 0.5012,  MIA accuracy: 0.5811,  MIA auc: 0.6137,  MIA recall: 0.6802, 
Epoch [7/15],  U_d: -0.1100,  U_a: -0.9942,  test accuracy: 0.6238,  forget accuracy: 0.7950,  retain accuracy: 0.9569,  att accuracy: 0.5028,  MIA accuracy: 0.5838,  MIA auc: 0.6120,  MIA recall: 0.6820, 
Epoch [8/15],  U_d: -0.1083,  U_a: -1.0018,  test accuracy: 0.6266,  forget accuracy: 0.7986,  retain accuracy: 0.9646,  att accuracy: 0.4990,  MIA accuracy: 0.5777,  MIA auc: 0.6057,  MIA recall: 0.6910, 
Epoch [9/15],  U_d: -0.0254,  U_a: -1.0052,  test accuracy: 0.6160,  forget accuracy: 0.7806,  retain accuracy: 0.9516,  att accuracy: 0.4973,  MIA accuracy: 0.5711,  MIA auc: 0.6055,  MIA recall: 0.6728, 
Epoch [10/15],  U_d: -0.1165,  U_a: -1.0102,  test accuracy: 0.6082,  forget accuracy: 0.7698,  retain accuracy: 0.9498,  att accuracy: 0.4948,  MIA accuracy: 0.5745,  MIA auc: 0.6047,  MIA recall: 0.6600, 
Epoch [11/15],  U_d: -0.0552,  U_a: -0.9952,  test accuracy: 0.6134,  forget accuracy: 0.7640,  retain accuracy: 0.9454,  att accuracy: 0.5023,  MIA accuracy: 0.5661,  MIA auc: 0.5983,  MIA recall: 0.6574, 
Epoch [12/15],  U_d: -0.1400,  U_a: -1.0114,  test accuracy: 0.6128,  forget accuracy: 0.7634,  retain accuracy: 0.9509,  att accuracy: 0.4942,  MIA accuracy: 0.5777,  MIA auc: 0.6018,  MIA recall: 0.6664, 
Epoch [13/15],  U_d: -0.0901,  U_a: -0.9938,  test accuracy: 0.6022,  forget accuracy: 0.7300,  retain accuracy: 0.9371,  att accuracy: 0.5030,  MIA accuracy: 0.5560,  MIA auc: 0.5829,  MIA recall: 0.6336, 
Epoch [14/15],  U_d: -0.2567,  U_a: -1.0026,  test accuracy: 0.6032,  forget accuracy: 0.7300,  retain accuracy: 0.9332,  att accuracy: 0.4986,  MIA accuracy: 0.5485,  MIA auc: 0.5751,  MIA recall: 0.6344, 
Epoch [15/15],  U_d: -0.0427,  U_a: -0.9910,  test accuracy: 0.6074,  forget accuracy: 0.7302,  retain accuracy: 0.9344,  att accuracy: 0.5044,  MIA accuracy: 0.5546,  MIA auc: 0.5788,  MIA recall: 0.6312, 
