Epoch [1/30],  U_d: -0.0310,  U_a: -1.0097,  test accuracy: 0.6716,  forget accuracy: 0.9938,  retain accuracy: 0.9980,  att accuracy: 0.4951,  MIA accuracy: 0.7046,  MIA auc: 0.7478,  MIA recall: 0.9320, 
Epoch [19/30],  U_d: -0.0368,  U_a: -1.0078,  test accuracy: 0.5796,  forget accuracy: 0.6862,  retain accuracy: 0.9285,  att accuracy: 0.4960,  MIA accuracy: 0.5406,  MIA auc: 0.5578,  MIA recall: 0.6002, 
Epoch [20/30],  U_d: -0.1456,  U_a: -1.0078,  test accuracy: 0.5716,  forget accuracy: 0.6756,  retain accuracy: 0.9160,  att accuracy: 0.4960,  MIA accuracy: 0.5377,  MIA auc: 0.5569,  MIA recall: 0.5888, 
Epoch [21/30],  U_d: -0.1927,  U_a: -0.9930,  test accuracy: 0.5740,  forget accuracy: 0.6752,  retain accuracy: 0.9276,  att accuracy: 0.5034,  MIA accuracy: 0.5345,  MIA auc: 0.5548,  MIA recall: 0.5908, 
Epoch [22/30],  U_d: -0.1179,  U_a: -0.9980,  test accuracy: 0.5736,  forget accuracy: 0.6784,  retain accuracy: 0.9310,  att accuracy: 0.5009,  MIA accuracy: 0.5444,  MIA auc: 0.5582,  MIA recall: 0.5864, 
Epoch [23/30],  U_d: -0.0465,  U_a: -1.0064,  test accuracy: 0.5610,  forget accuracy: 0.6622,  retain accuracy: 0.9141,  att accuracy: 0.4967,  MIA accuracy: 0.5371,  MIA auc: 0.5560,  MIA recall: 0.5820, 
Epoch [24/30],  U_d: -0.0466,  U_a: -1.0014,  test accuracy: 0.5708,  forget accuracy: 0.6688,  retain accuracy: 0.9246,  att accuracy: 0.4992,  MIA accuracy: 0.5253,  MIA auc: 0.5414,  MIA recall: 0.5642, 
Epoch [25/30],  U_d: -0.0625,  U_a: -0.9898,  test accuracy: 0.5654,  forget accuracy: 0.6672,  retain accuracy: 0.9292,  att accuracy: 0.5050,  MIA accuracy: 0.5308,  MIA auc: 0.5489,  MIA recall: 0.5722, 
Epoch [26/30],  U_d: -0.1272,  U_a: -1.0026,  test accuracy: 0.5642,  forget accuracy: 0.6604,  retain accuracy: 0.9258,  att accuracy: 0.4986,  MIA accuracy: 0.5246,  MIA auc: 0.5415,  MIA recall: 0.5616, 
Epoch [27/30],  U_d: -0.0506,  U_a: -1.0084,  test accuracy: 0.5582,  forget accuracy: 0.6310,  retain accuracy: 0.8990,  att accuracy: 0.4957,  MIA accuracy: 0.5282,  MIA auc: 0.5374,  MIA recall: 0.5608, 
Epoch [28/30],  U_d: -0.0293,  U_a: -1.0062,  test accuracy: 0.5684,  forget accuracy: 0.6510,  retain accuracy: 0.9310,  att accuracy: 0.4968,  MIA accuracy: 0.5253,  MIA auc: 0.5393,  MIA recall: 0.5606, 
Epoch [29/30],  U_d: -0.1041,  U_a: -0.9966,  test accuracy: 0.5650,  forget accuracy: 0.6396,  retain accuracy: 0.9306,  att accuracy: 0.5016,  MIA accuracy: 0.5208,  MIA auc: 0.5302,  MIA recall: 0.5584, 
Epoch [30/30],  U_d: -0.0502,  U_a: -0.9958,  test accuracy: 0.5568,  forget accuracy: 0.6338,  retain accuracy: 0.9170,  att accuracy: 0.5020,  MIA accuracy: 0.5219,  MIA auc: 0.5382,  MIA recall: 0.5538, 
Epoch [1/30],  U_d: -0.0340,  U_a: -1.0097,  test accuracy: 0.6862,  forget accuracy: 0.9938,  retain accuracy: 0.9960,  att accuracy: 0.4951,  MIA accuracy: 0.6980,  MIA auc: 0.7423,  MIA recall: 0.9232, 
Epoch [2/30],  U_d: -0.6536,  U_a: -0.9908,  test accuracy: 0.6010,  forget accuracy: 0.8162,  retain accuracy: 0.8804,  att accuracy: 0.5045,  MIA accuracy: 0.6090,  MIA auc: 0.6457,  MIA recall: 0.7146, 
Epoch [3/30],  U_d: -0.3770,  U_a: -0.9976,  test accuracy: 0.5764,  forget accuracy: 0.7602,  retain accuracy: 0.8686,  att accuracy: 0.5011,  MIA accuracy: 0.5663,  MIA auc: 0.5893,  MIA recall: 0.6422, 
Epoch [4/30],  U_d: -0.1859,  U_a: -1.0014,  test accuracy: 0.5900,  forget accuracy: 0.7682,  retain accuracy: 0.8918,  att accuracy: 0.4992,  MIA accuracy: 0.5572,  MIA auc: 0.5862,  MIA recall: 0.6328, 
Epoch [5/30],  U_d: -0.2357,  U_a: -1.0038,  test accuracy: 0.6320,  forget accuracy: 0.8166,  retain accuracy: 0.9450,  att accuracy: 0.4980,  MIA accuracy: 0.5752,  MIA auc: 0.5964,  MIA recall: 0.6858, 
Epoch [6/30],  U_d: -0.2110,  U_a: -1.0000,  test accuracy: 0.6356,  forget accuracy: 0.8128,  retain accuracy: 0.9601,  att accuracy: 0.4999,  MIA accuracy: 0.5712,  MIA auc: 0.5950,  MIA recall: 0.6916, 
Epoch [7/30],  U_d: -0.1571,  U_a: -1.0008,  test accuracy: 0.6334,  forget accuracy: 0.8070,  retain accuracy: 0.9606,  att accuracy: 0.4995,  MIA accuracy: 0.5665,  MIA auc: 0.5932,  MIA recall: 0.6822, 
Epoch [8/30],  U_d: -0.0617,  U_a: -1.0066,  test accuracy: 0.6428,  forget accuracy: 0.8142,  retain accuracy: 0.9700,  att accuracy: 0.4966,  MIA accuracy: 0.5780,  MIA auc: 0.6015,  MIA recall: 0.6882, 
Epoch [9/30],  U_d: -0.0333,  U_a: -0.9956,  test accuracy: 0.6306,  forget accuracy: 0.8098,  retain accuracy: 0.9660,  att accuracy: 0.5021,  MIA accuracy: 0.5761,  MIA auc: 0.6023,  MIA recall: 0.6830, 
Epoch [10/30],  U_d: -0.0496,  U_a: -0.9920,  test accuracy: 0.6058,  forget accuracy: 0.7550,  retain accuracy: 0.9238,  att accuracy: 0.5039,  MIA accuracy: 0.5560,  MIA auc: 0.5839,  MIA recall: 0.6496, 
Epoch [11/30],  U_d: -0.1781,  U_a: -1.0190,  test accuracy: 0.6154,  forget accuracy: 0.7838,  retain accuracy: 0.9517,  att accuracy: 0.4904,  MIA accuracy: 0.5554,  MIA auc: 0.5716,  MIA recall: 0.6594, 
Epoch [12/30],  U_d: -0.0701,  U_a: -1.0034,  test accuracy: 0.6144,  forget accuracy: 0.7582,  retain accuracy: 0.9476,  att accuracy: 0.4982,  MIA accuracy: 0.5552,  MIA auc: 0.5735,  MIA recall: 0.6456, 
Epoch [13/30],  U_d: -0.1319,  U_a: -0.9998,  test accuracy: 0.5916,  forget accuracy: 0.7338,  retain accuracy: 0.9204,  att accuracy: 0.5000,  MIA accuracy: 0.5578,  MIA auc: 0.5716,  MIA recall: 0.6408, 
Epoch [14/30],  U_d: -0.0563,  U_a: -0.9986,  test accuracy: 0.6036,  forget accuracy: 0.7472,  retain accuracy: 0.9357,  att accuracy: 0.5006,  MIA accuracy: 0.5534,  MIA auc: 0.5739,  MIA recall: 0.6246, 
Epoch [15/30],  U_d: -0.2066,  U_a: -1.0050,  test accuracy: 0.5966,  forget accuracy: 0.7286,  retain accuracy: 0.9265,  att accuracy: 0.4974,  MIA accuracy: 0.5438,  MIA auc: 0.5624,  MIA recall: 0.6116, 
Epoch [16/30],  U_d: -0.1236,  U_a: -1.0042,  test accuracy: 0.5926,  forget accuracy: 0.7236,  retain accuracy: 0.9218,  att accuracy: 0.4978,  MIA accuracy: 0.5427,  MIA auc: 0.5606,  MIA recall: 0.6092, 
Epoch [17/30],  U_d: -0.0458,  U_a: -1.0032,  test accuracy: 0.5754,  forget accuracy: 0.6994,  retain accuracy: 0.9064,  att accuracy: 0.4983,  MIA accuracy: 0.5423,  MIA auc: 0.5681,  MIA recall: 0.6032, 
Epoch [18/30],  U_d: -0.1061,  U_a: -0.9834,  test accuracy: 0.5842,  forget accuracy: 0.7002,  retain accuracy: 0.9080,  att accuracy: 0.5082,  MIA accuracy: 0.5494,  MIA auc: 0.5626,  MIA recall: 0.6072, 
Epoch [19/30],  U_d: -0.1513,  U_a: -1.0078,  test accuracy: 0.5828,  forget accuracy: 0.6950,  retain accuracy: 0.9129,  att accuracy: 0.4960,  MIA accuracy: 0.5402,  MIA auc: 0.5576,  MIA recall: 0.5988, 
Epoch [20/30],  U_d: -0.0521,  U_a: -1.0078,  test accuracy: 0.5948,  forget accuracy: 0.6948,  retain accuracy: 0.9152,  att accuracy: 0.4960,  MIA accuracy: 0.5302,  MIA auc: 0.5546,  MIA recall: 0.5656, 
Epoch [21/30],  U_d: -0.0340,  U_a: -0.9930,  test accuracy: 0.5816,  forget accuracy: 0.6748,  retain accuracy: 0.9080,  att accuracy: 0.5034,  MIA accuracy: 0.5366,  MIA auc: 0.5541,  MIA recall: 0.5728, 
Epoch [22/30],  U_d: -0.0265,  U_a: -0.9980,  test accuracy: 0.5864,  forget accuracy: 0.6880,  retain accuracy: 0.9225,  att accuracy: 0.5009,  MIA accuracy: 0.5416,  MIA auc: 0.5574,  MIA recall: 0.5928, 
Epoch [23/30],  U_d: -0.0509,  U_a: -1.0064,  test accuracy: 0.5710,  forget accuracy: 0.6584,  retain accuracy: 0.8842,  att accuracy: 0.4967,  MIA accuracy: 0.5381,  MIA auc: 0.5563,  MIA recall: 0.5664, 
Epoch [24/30],  U_d: -0.0490,  U_a: -1.0014,  test accuracy: 0.5732,  forget accuracy: 0.6614,  retain accuracy: 0.9037,  att accuracy: 0.4992,  MIA accuracy: 0.5308,  MIA auc: 0.5437,  MIA recall: 0.5626, 
Epoch [25/30],  U_d: -0.0562,  U_a: -0.9898,  test accuracy: 0.5700,  forget accuracy: 0.6606,  retain accuracy: 0.9072,  att accuracy: 0.5050,  MIA accuracy: 0.5329,  MIA auc: 0.5502,  MIA recall: 0.5722, 
Epoch [26/30],  U_d: -0.0757,  U_a: -1.0026,  test accuracy: 0.5588,  forget accuracy: 0.6426,  retain accuracy: 0.8926,  att accuracy: 0.4986,  MIA accuracy: 0.5310,  MIA auc: 0.5422,  MIA recall: 0.5526, 
Epoch [27/30],  U_d: -0.0879,  U_a: -1.0084,  test accuracy: 0.5638,  forget accuracy: 0.6448,  retain accuracy: 0.8929,  att accuracy: 0.4957,  MIA accuracy: 0.5207,  MIA auc: 0.5349,  MIA recall: 0.5488, 
Epoch [28/30],  U_d: -0.0943,  U_a: -1.0062,  test accuracy: 0.5686,  forget accuracy: 0.6468,  retain accuracy: 0.9048,  att accuracy: 0.4968,  MIA accuracy: 0.5200,  MIA auc: 0.5346,  MIA recall: 0.5442, 
Epoch [29/30],  U_d: -0.0776,  U_a: -0.9966,  test accuracy: 0.5594,  forget accuracy: 0.6414,  retain accuracy: 0.8945,  att accuracy: 0.5016,  MIA accuracy: 0.5223,  MIA auc: 0.5314,  MIA recall: 0.5464, 
Epoch [30/30],  U_d: -0.0596,  U_a: -0.9958,  test accuracy: 0.5622,  forget accuracy: 0.6252,  retain accuracy: 0.8888,  att accuracy: 0.5020,  MIA accuracy: 0.5245,  MIA auc: 0.5382,  MIA recall: 0.5470, 
