Epoch [1/30],  U_d: -0.0785,  U_a: -0.9973,  test accuracy: 0.6818,  forget accuracy: 0.9928,  retain accuracy: 0.9960,  att accuracy: 0.5013,  MIA accuracy: 0.7024,  MIA auc: 0.7445,  MIA recall: 0.9314, 
Epoch [29/30],  U_d: -0.0157,  U_a: -0.9810,  test accuracy: 0.5730,  forget accuracy: 0.6536,  retain accuracy: 0.9230,  att accuracy: 0.5094,  MIA accuracy: 0.5425,  MIA auc: 0.5593,  MIA recall: 0.5902, 
Epoch [30/30],  U_d: -0.1259,  U_a: -0.9996,  test accuracy: 0.5718,  forget accuracy: 0.6402,  retain accuracy: 0.9170,  att accuracy: 0.5001,  MIA accuracy: 0.5348,  MIA auc: 0.5543,  MIA recall: 0.5762, 
Epoch [1/30],  U_d: -0.0299,  U_a: -0.9973,  test accuracy: 0.7090,  forget accuracy: 0.9960,  retain accuracy: 0.9981,  att accuracy: 0.5013,  MIA accuracy: 0.6998,  MIA auc: 0.7470,  MIA recall: 0.9328, 
Epoch [2/30],  U_d: -0.5604,  U_a: -0.9902,  test accuracy: 0.6154,  forget accuracy: 0.8458,  retain accuracy: 0.9054,  att accuracy: 0.5048,  MIA accuracy: 0.6101,  MIA auc: 0.6418,  MIA recall: 0.7456, 
Epoch [3/30],  U_d: -0.7089,  U_a: -1.0068,  test accuracy: 0.6012,  forget accuracy: 0.7840,  retain accuracy: 0.8894,  att accuracy: 0.4965,  MIA accuracy: 0.5757,  MIA auc: 0.6044,  MIA recall: 0.6576, 
Epoch [4/30],  U_d: -0.1974,  U_a: -0.9852,  test accuracy: 0.5936,  forget accuracy: 0.7530,  retain accuracy: 0.8822,  att accuracy: 0.5073,  MIA accuracy: 0.5712,  MIA auc: 0.5927,  MIA recall: 0.6428, 
Epoch [5/30],  U_d: -0.1266,  U_a: -1.0076,  test accuracy: 0.6238,  forget accuracy: 0.7846,  retain accuracy: 0.9280,  att accuracy: 0.4961,  MIA accuracy: 0.5708,  MIA auc: 0.5945,  MIA recall: 0.6590, 
Epoch [6/30],  U_d: -0.1889,  U_a: -0.9936,  test accuracy: 0.6388,  forget accuracy: 0.8096,  retain accuracy: 0.9526,  att accuracy: 0.5031,  MIA accuracy: 0.5743,  MIA auc: 0.6029,  MIA recall: 0.6868, 
Epoch [7/30],  U_d: -0.1502,  U_a: -1.0090,  test accuracy: 0.6388,  forget accuracy: 0.7940,  retain accuracy: 0.9447,  att accuracy: 0.4954,  MIA accuracy: 0.5661,  MIA auc: 0.5887,  MIA recall: 0.6686, 
Epoch [8/30],  U_d: -0.1992,  U_a: -1.0074,  test accuracy: 0.6446,  forget accuracy: 0.8050,  retain accuracy: 0.9623,  att accuracy: 0.4962,  MIA accuracy: 0.5730,  MIA auc: 0.6023,  MIA recall: 0.6862, 
Epoch [9/30],  U_d: -0.0442,  U_a: -0.9942,  test accuracy: 0.6300,  forget accuracy: 0.7736,  retain accuracy: 0.9435,  att accuracy: 0.5028,  MIA accuracy: 0.5645,  MIA auc: 0.5871,  MIA recall: 0.6714, 
Epoch [10/30],  U_d: -0.0465,  U_a: -0.9958,  test accuracy: 0.6354,  forget accuracy: 0.7742,  retain accuracy: 0.9500,  att accuracy: 0.5020,  MIA accuracy: 0.5611,  MIA auc: 0.5827,  MIA recall: 0.6548, 
Epoch [11/30],  U_d: -0.1371,  U_a: -0.9924,  test accuracy: 0.6160,  forget accuracy: 0.7462,  retain accuracy: 0.9240,  att accuracy: 0.5037,  MIA accuracy: 0.5624,  MIA auc: 0.5847,  MIA recall: 0.6536, 
Epoch [12/30],  U_d: -0.0459,  U_a: -1.0018,  test accuracy: 0.6044,  forget accuracy: 0.7198,  retain accuracy: 0.9141,  att accuracy: 0.4990,  MIA accuracy: 0.5562,  MIA auc: 0.5782,  MIA recall: 0.6388, 
Epoch [13/30],  U_d: -0.0677,  U_a: -1.0002,  test accuracy: 0.6048,  forget accuracy: 0.7308,  retain accuracy: 0.9269,  att accuracy: 0.4998,  MIA accuracy: 0.5503,  MIA auc: 0.5683,  MIA recall: 0.6284, 
Epoch [14/30],  U_d: -0.0577,  U_a: -0.9956,  test accuracy: 0.6108,  forget accuracy: 0.7328,  retain accuracy: 0.9303,  att accuracy: 0.5021,  MIA accuracy: 0.5506,  MIA auc: 0.5730,  MIA recall: 0.6320, 
Epoch [15/30],  U_d: -0.0663,  U_a: -1.0244,  test accuracy: 0.6142,  forget accuracy: 0.7250,  retain accuracy: 0.9372,  att accuracy: 0.4877,  MIA accuracy: 0.5427,  MIA auc: 0.5673,  MIA recall: 0.6254, 
Epoch [16/30],  U_d: -0.1445,  U_a: -0.9904,  test accuracy: 0.6184,  forget accuracy: 0.7196,  retain accuracy: 0.9357,  att accuracy: 0.5047,  MIA accuracy: 0.5492,  MIA auc: 0.5704,  MIA recall: 0.6240, 
Epoch [17/30],  U_d: -0.0941,  U_a: -1.0020,  test accuracy: 0.6078,  forget accuracy: 0.7092,  retain accuracy: 0.9206,  att accuracy: 0.4989,  MIA accuracy: 0.5415,  MIA auc: 0.5656,  MIA recall: 0.6178, 
Epoch [18/30],  U_d: -0.0898,  U_a: -1.0070,  test accuracy: 0.6044,  forget accuracy: 0.7026,  retain accuracy: 0.9291,  att accuracy: 0.4964,  MIA accuracy: 0.5542,  MIA auc: 0.5718,  MIA recall: 0.6260, 
Epoch [19/30],  U_d: -0.2026,  U_a: -1.0056,  test accuracy: 0.5854,  forget accuracy: 0.6672,  retain accuracy: 0.8912,  att accuracy: 0.4971,  MIA accuracy: 0.5307,  MIA auc: 0.5506,  MIA recall: 0.5914, 
Epoch [20/30],  U_d: -0.0260,  U_a: -0.9874,  test accuracy: 0.5982,  forget accuracy: 0.6876,  retain accuracy: 0.9159,  att accuracy: 0.5062,  MIA accuracy: 0.5330,  MIA auc: 0.5492,  MIA recall: 0.5946, 
Epoch [21/30],  U_d: -0.1263,  U_a: -0.9902,  test accuracy: 0.5936,  forget accuracy: 0.6748,  retain accuracy: 0.9127,  att accuracy: 0.5048,  MIA accuracy: 0.5386,  MIA auc: 0.5518,  MIA recall: 0.5926, 
Epoch [22/30],  U_d: -0.0687,  U_a: -0.9868,  test accuracy: 0.5820,  forget accuracy: 0.6510,  retain accuracy: 0.8873,  att accuracy: 0.5065,  MIA accuracy: 0.5353,  MIA auc: 0.5508,  MIA recall: 0.5674, 
Epoch [23/30],  U_d: -0.0426,  U_a: -1.0038,  test accuracy: 0.5708,  forget accuracy: 0.6466,  retain accuracy: 0.8862,  att accuracy: 0.4980,  MIA accuracy: 0.5358,  MIA auc: 0.5528,  MIA recall: 0.5754, 
Epoch [24/30],  U_d: -0.1995,  U_a: -0.9904,  test accuracy: 0.5760,  forget accuracy: 0.6530,  retain accuracy: 0.8910,  att accuracy: 0.5047,  MIA accuracy: 0.5331,  MIA auc: 0.5487,  MIA recall: 0.5666, 
Epoch [25/30],  U_d: -0.1479,  U_a: -0.9914,  test accuracy: 0.5872,  forget accuracy: 0.6638,  retain accuracy: 0.9176,  att accuracy: 0.5042,  MIA accuracy: 0.5334,  MIA auc: 0.5533,  MIA recall: 0.5760, 
Epoch [26/30],  U_d: -0.0831,  U_a: -1.0012,  test accuracy: 0.5848,  forget accuracy: 0.6566,  retain accuracy: 0.9140,  att accuracy: 0.4993,  MIA accuracy: 0.5342,  MIA auc: 0.5559,  MIA recall: 0.5640, 
Epoch [27/30],  U_d: -0.1834,  U_a: -0.9898,  test accuracy: 0.5756,  forget accuracy: 0.6442,  retain accuracy: 0.9085,  att accuracy: 0.5050,  MIA accuracy: 0.5268,  MIA auc: 0.5418,  MIA recall: 0.5534, 
Epoch [28/30],  U_d: -0.0711,  U_a: -1.0044,  test accuracy: 0.5800,  forget accuracy: 0.6538,  retain accuracy: 0.9198,  att accuracy: 0.4977,  MIA accuracy: 0.5296,  MIA auc: 0.5460,  MIA recall: 0.5710, 
Epoch [29/30],  U_d: -0.1498,  U_a: -0.9810,  test accuracy: 0.5788,  forget accuracy: 0.6266,  retain accuracy: 0.8947,  att accuracy: 0.5094,  MIA accuracy: 0.5309,  MIA auc: 0.5422,  MIA recall: 0.5528, 
Epoch [30/30],  U_d: -0.2273,  U_a: -0.9996,  test accuracy: 0.5694,  forget accuracy: 0.6236,  retain accuracy: 0.8883,  att accuracy: 0.5001,  MIA accuracy: 0.5303,  MIA auc: 0.5459,  MIA recall: 0.5422, 
