Epoch [1/30],  U_d: -0.0660,  U_a: -1.0015,  test accuracy: 0.6786,  forget accuracy: 0.9950,  retain accuracy: 0.9967,  att accuracy: 0.4992,  MIA accuracy: 0.6979,  MIA auc: 0.7571,  MIA recall: 0.9394, 
Epoch [21/30],  U_d: -0.0415,  U_a: -0.9912,  test accuracy: 0.5808,  forget accuracy: 0.6832,  retain accuracy: 0.9177,  att accuracy: 0.5043,  MIA accuracy: 0.5460,  MIA auc: 0.5633,  MIA recall: 0.6088, 
Epoch [22/30],  U_d: -0.0465,  U_a: -1.0008,  test accuracy: 0.5852,  forget accuracy: 0.6924,  retain accuracy: 0.9307,  att accuracy: 0.4995,  MIA accuracy: 0.5427,  MIA auc: 0.5665,  MIA recall: 0.6098, 
Epoch [23/30],  U_d: -0.0631,  U_a: -0.9956,  test accuracy: 0.5730,  forget accuracy: 0.6694,  retain accuracy: 0.9141,  att accuracy: 0.5021,  MIA accuracy: 0.5474,  MIA auc: 0.5655,  MIA recall: 0.6118, 
Epoch [24/30],  U_d: -0.1489,  U_a: -0.9996,  test accuracy: 0.5706,  forget accuracy: 0.6704,  retain accuracy: 0.9122,  att accuracy: 0.5001,  MIA accuracy: 0.5393,  MIA auc: 0.5619,  MIA recall: 0.5988, 
Epoch [25/30],  U_d: -0.0842,  U_a: -1.0062,  test accuracy: 0.5686,  forget accuracy: 0.6660,  retain accuracy: 0.9192,  att accuracy: 0.4968,  MIA accuracy: 0.5316,  MIA auc: 0.5480,  MIA recall: 0.5918, 
Epoch [26/30],  U_d: -0.0666,  U_a: -1.0020,  test accuracy: 0.5710,  forget accuracy: 0.6768,  retain accuracy: 0.9240,  att accuracy: 0.4989,  MIA accuracy: 0.5366,  MIA auc: 0.5600,  MIA recall: 0.5970, 
Epoch [27/30],  U_d: -0.0305,  U_a: -1.0054,  test accuracy: 0.5832,  forget accuracy: 0.6660,  retain accuracy: 0.9281,  att accuracy: 0.4972,  MIA accuracy: 0.5347,  MIA auc: 0.5591,  MIA recall: 0.5794, 
Epoch [28/30],  U_d: -0.1096,  U_a: -0.9936,  test accuracy: 0.5692,  forget accuracy: 0.6596,  retain accuracy: 0.9140,  att accuracy: 0.5031,  MIA accuracy: 0.5393,  MIA auc: 0.5563,  MIA recall: 0.5914, 
Epoch [29/30],  U_d: -0.1004,  U_a: -0.9938,  test accuracy: 0.5698,  forget accuracy: 0.6496,  retain accuracy: 0.9113,  att accuracy: 0.5030,  MIA accuracy: 0.5343,  MIA auc: 0.5556,  MIA recall: 0.5710, 
Epoch [30/30],  U_d: -0.1422,  U_a: -0.9766,  test accuracy: 0.5568,  forget accuracy: 0.6404,  retain accuracy: 0.8992,  att accuracy: 0.5116,  MIA accuracy: 0.5252,  MIA auc: 0.5418,  MIA recall: 0.5756, 
Epoch [1/30],  U_d: -0.0431,  U_a: -1.0015,  test accuracy: 0.6994,  forget accuracy: 0.9950,  retain accuracy: 0.9972,  att accuracy: 0.4992,  MIA accuracy: 0.6855,  MIA auc: 0.7346,  MIA recall: 0.9362, 
Epoch [2/30],  U_d: -0.5251,  U_a: -1.0138,  test accuracy: 0.5916,  forget accuracy: 0.7952,  retain accuracy: 0.8617,  att accuracy: 0.4930,  MIA accuracy: 0.5893,  MIA auc: 0.6218,  MIA recall: 0.7080, 
Epoch [3/30],  U_d: -0.2790,  U_a: -1.0040,  test accuracy: 0.6014,  forget accuracy: 0.7794,  retain accuracy: 0.8873,  att accuracy: 0.4979,  MIA accuracy: 0.5816,  MIA auc: 0.6087,  MIA recall: 0.6718, 
Epoch [4/30],  U_d: -0.4063,  U_a: -0.9864,  test accuracy: 0.6038,  forget accuracy: 0.7718,  retain accuracy: 0.8943,  att accuracy: 0.5067,  MIA accuracy: 0.5554,  MIA auc: 0.5819,  MIA recall: 0.6374, 
Epoch [5/30],  U_d: -0.2264,  U_a: -1.0012,  test accuracy: 0.6130,  forget accuracy: 0.7756,  retain accuracy: 0.9112,  att accuracy: 0.4993,  MIA accuracy: 0.5629,  MIA auc: 0.5879,  MIA recall: 0.6640, 
Epoch [6/30],  U_d: -0.2045,  U_a: -1.0018,  test accuracy: 0.6300,  forget accuracy: 0.8054,  retain accuracy: 0.9456,  att accuracy: 0.4990,  MIA accuracy: 0.5739,  MIA auc: 0.6011,  MIA recall: 0.6882, 
Epoch [7/30],  U_d: -0.1099,  U_a: -0.9942,  test accuracy: 0.6372,  forget accuracy: 0.8068,  retain accuracy: 0.9608,  att accuracy: 0.5028,  MIA accuracy: 0.5676,  MIA auc: 0.5963,  MIA recall: 0.6812, 
Epoch [8/30],  U_d: -0.0565,  U_a: -0.9946,  test accuracy: 0.6308,  forget accuracy: 0.7980,  retain accuracy: 0.9592,  att accuracy: 0.5026,  MIA accuracy: 0.5690,  MIA auc: 0.5948,  MIA recall: 0.6788, 
Epoch [9/30],  U_d: -0.0620,  U_a: -1.0012,  test accuracy: 0.6374,  forget accuracy: 0.7996,  retain accuracy: 0.9622,  att accuracy: 0.4993,  MIA accuracy: 0.5691,  MIA auc: 0.5899,  MIA recall: 0.6778, 
Epoch [10/30],  U_d: -0.2022,  U_a: -0.9976,  test accuracy: 0.6242,  forget accuracy: 0.7804,  retain accuracy: 0.9431,  att accuracy: 0.5011,  MIA accuracy: 0.5559,  MIA auc: 0.5810,  MIA recall: 0.6596, 
Epoch [11/30],  U_d: -0.1439,  U_a: -0.9902,  test accuracy: 0.6198,  forget accuracy: 0.7692,  retain accuracy: 0.9380,  att accuracy: 0.5048,  MIA accuracy: 0.5542,  MIA auc: 0.5749,  MIA recall: 0.6592, 
Epoch [12/30],  U_d: -0.0651,  U_a: -0.9976,  test accuracy: 0.6030,  forget accuracy: 0.7394,  retain accuracy: 0.9259,  att accuracy: 0.5011,  MIA accuracy: 0.5576,  MIA auc: 0.5809,  MIA recall: 0.6544, 
Epoch [13/30],  U_d: -0.1197,  U_a: -1.0058,  test accuracy: 0.6100,  forget accuracy: 0.7416,  retain accuracy: 0.9288,  att accuracy: 0.4970,  MIA accuracy: 0.5532,  MIA auc: 0.5779,  MIA recall: 0.6402, 
Epoch [14/30],  U_d: -0.1290,  U_a: -0.9904,  test accuracy: 0.6012,  forget accuracy: 0.7286,  retain accuracy: 0.9201,  att accuracy: 0.5047,  MIA accuracy: 0.5419,  MIA auc: 0.5580,  MIA recall: 0.6166, 
Epoch [15/30],  U_d: -0.0566,  U_a: -0.9994,  test accuracy: 0.5922,  forget accuracy: 0.7036,  retain accuracy: 0.9030,  att accuracy: 0.5002,  MIA accuracy: 0.5481,  MIA auc: 0.5701,  MIA recall: 0.6304, 
Epoch [16/30],  U_d: -0.0953,  U_a: -0.9978,  test accuracy: 0.5960,  forget accuracy: 0.7120,  retain accuracy: 0.9137,  att accuracy: 0.5010,  MIA accuracy: 0.5493,  MIA auc: 0.5729,  MIA recall: 0.6258, 
Epoch [17/30],  U_d: -0.1466,  U_a: -1.0016,  test accuracy: 0.6002,  forget accuracy: 0.7146,  retain accuracy: 0.9248,  att accuracy: 0.4991,  MIA accuracy: 0.5434,  MIA auc: 0.5641,  MIA recall: 0.6008, 
Epoch [18/30],  U_d: -0.0387,  U_a: -0.9916,  test accuracy: 0.5856,  forget accuracy: 0.6756,  retain accuracy: 0.9050,  att accuracy: 0.5041,  MIA accuracy: 0.5281,  MIA auc: 0.5481,  MIA recall: 0.5942, 
Epoch [19/30],  U_d: -0.2093,  U_a: -1.0008,  test accuracy: 0.6004,  forget accuracy: 0.7060,  retain accuracy: 0.9298,  att accuracy: 0.4995,  MIA accuracy: 0.5417,  MIA auc: 0.5629,  MIA recall: 0.6092, 
Epoch [20/30],  U_d: -0.0408,  U_a: -0.9740,  test accuracy: 0.5922,  forget accuracy: 0.6812,  retain accuracy: 0.9062,  att accuracy: 0.5129,  MIA accuracy: 0.5351,  MIA auc: 0.5502,  MIA recall: 0.5818, 
Epoch [21/30],  U_d: -0.0768,  U_a: -0.9912,  test accuracy: 0.5852,  forget accuracy: 0.6780,  retain accuracy: 0.9086,  att accuracy: 0.5043,  MIA accuracy: 0.5302,  MIA auc: 0.5447,  MIA recall: 0.5818, 
Epoch [22/30],  U_d: -0.2426,  U_a: -1.0008,  test accuracy: 0.5898,  forget accuracy: 0.6722,  retain accuracy: 0.9120,  att accuracy: 0.4995,  MIA accuracy: 0.5293,  MIA auc: 0.5466,  MIA recall: 0.5708, 
Epoch [23/30],  U_d: -0.1150,  U_a: -0.9956,  test accuracy: 0.5758,  forget accuracy: 0.6558,  retain accuracy: 0.8987,  att accuracy: 0.5021,  MIA accuracy: 0.5317,  MIA auc: 0.5488,  MIA recall: 0.5770, 
Epoch [24/30],  U_d: -0.0547,  U_a: -0.9996,  test accuracy: 0.5818,  forget accuracy: 0.6570,  retain accuracy: 0.9051,  att accuracy: 0.5001,  MIA accuracy: 0.5313,  MIA auc: 0.5524,  MIA recall: 0.5754, 
Epoch [25/30],  U_d: -0.0556,  U_a: -1.0062,  test accuracy: 0.5788,  forget accuracy: 0.6402,  retain accuracy: 0.8992,  att accuracy: 0.4968,  MIA accuracy: 0.5321,  MIA auc: 0.5449,  MIA recall: 0.5684, 
Epoch [26/30],  U_d: -0.0327,  U_a: -1.0020,  test accuracy: 0.5776,  forget accuracy: 0.6362,  retain accuracy: 0.9058,  att accuracy: 0.4989,  MIA accuracy: 0.5225,  MIA auc: 0.5407,  MIA recall: 0.5540, 
Epoch [27/30],  U_d: -0.0596,  U_a: -1.0054,  test accuracy: 0.5714,  forget accuracy: 0.6388,  retain accuracy: 0.9001,  att accuracy: 0.4972,  MIA accuracy: 0.5376,  MIA auc: 0.5559,  MIA recall: 0.5670, 
Epoch [28/30],  U_d: -0.0743,  U_a: -0.9936,  test accuracy: 0.5806,  forget accuracy: 0.6472,  retain accuracy: 0.9083,  att accuracy: 0.5031,  MIA accuracy: 0.5338,  MIA auc: 0.5465,  MIA recall: 0.5626, 
Epoch [29/30],  U_d: -0.0722,  U_a: -0.9938,  test accuracy: 0.5664,  forget accuracy: 0.6242,  retain accuracy: 0.8870,  att accuracy: 0.5030,  MIA accuracy: 0.5301,  MIA auc: 0.5416,  MIA recall: 0.5444, 
Epoch [30/30],  U_d: -0.0598,  U_a: -0.9766,  test accuracy: 0.5678,  forget accuracy: 0.6340,  retain accuracy: 0.9066,  att accuracy: 0.5116,  MIA accuracy: 0.5230,  MIA auc: 0.5338,  MIA recall: 0.5308, 
