Epoch [1/90],  U_d: -0.0384,  U_a: -1.0047,  test accuracy: 0.6808,  forget accuracy: 0.9928,  retain accuracy: 0.9967,  att accuracy: 0.4976,  MIA accuracy: 0.6985,  MIA auc: 0.7496,  MIA recall: 0.9268, 
Epoch [51/90],  U_d: -0.0765,  U_a: -0.9904,  test accuracy: 0.5114,  forget accuracy: 0.5470,  retain accuracy: 0.8687,  att accuracy: 0.5047,  MIA accuracy: 0.5083,  MIA auc: 0.5114,  MIA recall: 0.5176, 
Epoch [52/90],  U_d: -0.0388,  U_a: -1.0014,  test accuracy: 0.5240,  forget accuracy: 0.5586,  retain accuracy: 0.9035,  att accuracy: 0.4992,  MIA accuracy: 0.5143,  MIA auc: 0.5200,  MIA recall: 0.5358, 
Epoch [53/90],  U_d: -0.0900,  U_a: -1.0074,  test accuracy: 0.4990,  forget accuracy: 0.5330,  retain accuracy: 0.8529,  att accuracy: 0.4962,  MIA accuracy: 0.5131,  MIA auc: 0.5257,  MIA recall: 0.5246, 
Epoch [54/90],  U_d: -0.0694,  U_a: -0.9880,  test accuracy: 0.5100,  forget accuracy: 0.5456,  retain accuracy: 0.8641,  att accuracy: 0.5059,  MIA accuracy: 0.5122,  MIA auc: 0.5178,  MIA recall: 0.5242, 
Epoch [55/90],  U_d: -0.0669,  U_a: -0.9932,  test accuracy: 0.5074,  forget accuracy: 0.5346,  retain accuracy: 0.8563,  att accuracy: 0.5033,  MIA accuracy: 0.4997,  MIA auc: 0.5051,  MIA recall: 0.5136, 
Epoch [56/90],  U_d: -0.0286,  U_a: -1.0024,  test accuracy: 0.5070,  forget accuracy: 0.5386,  retain accuracy: 0.8630,  att accuracy: 0.4987,  MIA accuracy: 0.5108,  MIA auc: 0.5143,  MIA recall: 0.5108, 
Epoch [57/90],  U_d: -0.1098,  U_a: -0.9912,  test accuracy: 0.5118,  forget accuracy: 0.5456,  retain accuracy: 0.8793,  att accuracy: 0.5043,  MIA accuracy: 0.4987,  MIA auc: 0.5058,  MIA recall: 0.5060, 
Epoch [58/90],  U_d: -0.0474,  U_a: -1.0134,  test accuracy: 0.4910,  forget accuracy: 0.5234,  retain accuracy: 0.8397,  att accuracy: 0.4932,  MIA accuracy: 0.5072,  MIA auc: 0.5157,  MIA recall: 0.5166, 
Epoch [59/90],  U_d: -0.0802,  U_a: -1.0060,  test accuracy: 0.5084,  forget accuracy: 0.5356,  retain accuracy: 0.8820,  att accuracy: 0.4969,  MIA accuracy: 0.5113,  MIA auc: 0.5205,  MIA recall: 0.5182, 
Epoch [60/90],  U_d: -0.0532,  U_a: -0.9958,  test accuracy: 0.5096,  forget accuracy: 0.5378,  retain accuracy: 0.8815,  att accuracy: 0.5020,  MIA accuracy: 0.5110,  MIA auc: 0.5172,  MIA recall: 0.5212, 
Epoch [61/90],  U_d: -0.0372,  U_a: -0.9936,  test accuracy: 0.5112,  forget accuracy: 0.5438,  retain accuracy: 0.8774,  att accuracy: 0.5031,  MIA accuracy: 0.5194,  MIA auc: 0.5234,  MIA recall: 0.5294, 
Epoch [62/90],  U_d: -0.1094,  U_a: -0.9948,  test accuracy: 0.5014,  forget accuracy: 0.5234,  retain accuracy: 0.8436,  att accuracy: 0.5025,  MIA accuracy: 0.5112,  MIA auc: 0.5163,  MIA recall: 0.5052, 
Epoch [63/90],  U_d: -0.0683,  U_a: -1.0112,  test accuracy: 0.5018,  forget accuracy: 0.5314,  retain accuracy: 0.8699,  att accuracy: 0.4943,  MIA accuracy: 0.5137,  MIA auc: 0.5219,  MIA recall: 0.5344, 
Epoch [64/90],  U_d: -0.1174,  U_a: -1.0040,  test accuracy: 0.5054,  forget accuracy: 0.5330,  retain accuracy: 0.8774,  att accuracy: 0.4979,  MIA accuracy: 0.5151,  MIA auc: 0.5158,  MIA recall: 0.5282, 
Epoch [65/90],  U_d: -0.0594,  U_a: -0.9988,  test accuracy: 0.4960,  forget accuracy: 0.5180,  retain accuracy: 0.8531,  att accuracy: 0.5005,  MIA accuracy: 0.5146,  MIA auc: 0.5227,  MIA recall: 0.5176, 
Epoch [66/90],  U_d: -0.0416,  U_a: -1.0026,  test accuracy: 0.4952,  forget accuracy: 0.5260,  retain accuracy: 0.8574,  att accuracy: 0.4986,  MIA accuracy: 0.5170,  MIA auc: 0.5241,  MIA recall: 0.5320, 
Epoch [67/90],  U_d: -0.0619,  U_a: -1.0014,  test accuracy: 0.4874,  forget accuracy: 0.5196,  retain accuracy: 0.8518,  att accuracy: 0.4992,  MIA accuracy: 0.5064,  MIA auc: 0.5124,  MIA recall: 0.5162, 
Epoch [68/90],  U_d: -0.0508,  U_a: -0.9892,  test accuracy: 0.4920,  forget accuracy: 0.5174,  retain accuracy: 0.8510,  att accuracy: 0.5053,  MIA accuracy: 0.5086,  MIA auc: 0.5160,  MIA recall: 0.5116, 
Epoch [69/90],  U_d: -0.0480,  U_a: -0.9966,  test accuracy: 0.4900,  forget accuracy: 0.5110,  retain accuracy: 0.8387,  att accuracy: 0.5016,  MIA accuracy: 0.5033,  MIA auc: 0.5056,  MIA recall: 0.5072, 
Epoch [70/90],  U_d: -0.0606,  U_a: -1.0028,  test accuracy: 0.4878,  forget accuracy: 0.5032,  retain accuracy: 0.8400,  att accuracy: 0.4985,  MIA accuracy: 0.5107,  MIA auc: 0.5211,  MIA recall: 0.5162, 
Epoch [71/90],  U_d: -0.0861,  U_a: -0.9962,  test accuracy: 0.4908,  forget accuracy: 0.5080,  retain accuracy: 0.8416,  att accuracy: 0.5018,  MIA accuracy: 0.5154,  MIA auc: 0.5195,  MIA recall: 0.5288, 
Epoch [72/90],  U_d: -0.0555,  U_a: -1.0086,  test accuracy: 0.5042,  forget accuracy: 0.5162,  retain accuracy: 0.8786,  att accuracy: 0.4956,  MIA accuracy: 0.5120,  MIA auc: 0.5101,  MIA recall: 0.5280, 
Epoch [73/90],  U_d: -0.1328,  U_a: -0.9878,  test accuracy: 0.4502,  forget accuracy: 0.4652,  retain accuracy: 0.7657,  att accuracy: 0.5060,  MIA accuracy: 0.5114,  MIA auc: 0.5125,  MIA recall: 0.5420, 
Epoch [1/90],  U_d: -0.0839,  U_a: -1.0047,  test accuracy: 0.7094,  forget accuracy: 0.9958,  retain accuracy: 0.9967,  att accuracy: 0.4976,  MIA accuracy: 0.6880,  MIA auc: 0.7384,  MIA recall: 0.9130, 
Epoch [2/90],  U_d: -0.5560,  U_a: -1.0106,  test accuracy: 0.6058,  forget accuracy: 0.8100,  retain accuracy: 0.8892,  att accuracy: 0.4946,  MIA accuracy: 0.5967,  MIA auc: 0.6345,  MIA recall: 0.6910, 
Epoch [3/90],  U_d: -0.4714,  U_a: -1.0038,  test accuracy: 0.5954,  forget accuracy: 0.7456,  retain accuracy: 0.8713,  att accuracy: 0.4980,  MIA accuracy: 0.5616,  MIA auc: 0.5830,  MIA recall: 0.6266, 
Epoch [4/90],  U_d: -0.1425,  U_a: -1.0108,  test accuracy: 0.6204,  forget accuracy: 0.7660,  retain accuracy: 0.9135,  att accuracy: 0.4945,  MIA accuracy: 0.5691,  MIA auc: 0.5974,  MIA recall: 0.6434, 
Epoch [5/90],  U_d: -0.2427,  U_a: -1.0004,  test accuracy: 0.6366,  forget accuracy: 0.7858,  retain accuracy: 0.9390,  att accuracy: 0.4997,  MIA accuracy: 0.5741,  MIA auc: 0.6008,  MIA recall: 0.6580, 
Epoch [6/90],  U_d: -0.2154,  U_a: -0.9874,  test accuracy: 0.6382,  forget accuracy: 0.7828,  retain accuracy: 0.9437,  att accuracy: 0.5062,  MIA accuracy: 0.5688,  MIA auc: 0.5995,  MIA recall: 0.6584, 
Epoch [7/90],  U_d: -0.0760,  U_a: -0.9930,  test accuracy: 0.6482,  forget accuracy: 0.7948,  retain accuracy: 0.9630,  att accuracy: 0.5034,  MIA accuracy: 0.5707,  MIA auc: 0.6009,  MIA recall: 0.6592, 
Epoch [8/90],  U_d: -0.1768,  U_a: -0.9986,  test accuracy: 0.6356,  forget accuracy: 0.7758,  retain accuracy: 0.9571,  att accuracy: 0.5006,  MIA accuracy: 0.5763,  MIA auc: 0.6044,  MIA recall: 0.6548, 
Epoch [9/90],  U_d: -0.0258,  U_a: -1.0104,  test accuracy: 0.6442,  forget accuracy: 0.7814,  retain accuracy: 0.9638,  att accuracy: 0.4947,  MIA accuracy: 0.5670,  MIA auc: 0.5945,  MIA recall: 0.6618, 
Epoch [10/90],  U_d: -0.0540,  U_a: -1.0008,  test accuracy: 0.6354,  forget accuracy: 0.7656,  retain accuracy: 0.9524,  att accuracy: 0.4995,  MIA accuracy: 0.5682,  MIA auc: 0.5918,  MIA recall: 0.6362, 
Epoch [11/90],  U_d: -0.1122,  U_a: -0.9966,  test accuracy: 0.6342,  forget accuracy: 0.7554,  retain accuracy: 0.9523,  att accuracy: 0.5016,  MIA accuracy: 0.5589,  MIA auc: 0.5786,  MIA recall: 0.6216, 
Epoch [12/90],  U_d: -0.0405,  U_a: -1.0024,  test accuracy: 0.6136,  forget accuracy: 0.7350,  retain accuracy: 0.9384,  att accuracy: 0.4987,  MIA accuracy: 0.5627,  MIA auc: 0.5808,  MIA recall: 0.6348, 
Epoch [13/90],  U_d: -0.0350,  U_a: -1.0180,  test accuracy: 0.6130,  forget accuracy: 0.7240,  retain accuracy: 0.9298,  att accuracy: 0.4909,  MIA accuracy: 0.5480,  MIA auc: 0.5708,  MIA recall: 0.6016, 
Epoch [14/90],  U_d: -0.0522,  U_a: -0.9912,  test accuracy: 0.6204,  forget accuracy: 0.7186,  retain accuracy: 0.9328,  att accuracy: 0.5043,  MIA accuracy: 0.5512,  MIA auc: 0.5724,  MIA recall: 0.6062, 
Epoch [15/90],  U_d: -0.0699,  U_a: -1.0138,  test accuracy: 0.6066,  forget accuracy: 0.7088,  retain accuracy: 0.9267,  att accuracy: 0.4930,  MIA accuracy: 0.5480,  MIA auc: 0.5628,  MIA recall: 0.6056, 
Epoch [16/90],  U_d: -0.1413,  U_a: -1.0066,  test accuracy: 0.6046,  forget accuracy: 0.7016,  retain accuracy: 0.9218,  att accuracy: 0.4966,  MIA accuracy: 0.5447,  MIA auc: 0.5611,  MIA recall: 0.5966, 
Epoch [17/90],  U_d: -0.0259,  U_a: -1.0004,  test accuracy: 0.6070,  forget accuracy: 0.7054,  retain accuracy: 0.9295,  att accuracy: 0.4997,  MIA accuracy: 0.5496,  MIA auc: 0.5671,  MIA recall: 0.6072, 
Epoch [18/90],  U_d: -0.0705,  U_a: -0.9992,  test accuracy: 0.5964,  forget accuracy: 0.6770,  retain accuracy: 0.9052,  att accuracy: 0.5003,  MIA accuracy: 0.5405,  MIA auc: 0.5528,  MIA recall: 0.5774, 
Epoch [19/90],  U_d: -0.0591,  U_a: -0.9952,  test accuracy: 0.5948,  forget accuracy: 0.6792,  retain accuracy: 0.9115,  att accuracy: 0.5023,  MIA accuracy: 0.5388,  MIA auc: 0.5594,  MIA recall: 0.5808, 
Epoch [20/90],  U_d: -0.0505,  U_a: -1.0086,  test accuracy: 0.5976,  forget accuracy: 0.6764,  retain accuracy: 0.9164,  att accuracy: 0.4956,  MIA accuracy: 0.5532,  MIA auc: 0.5666,  MIA recall: 0.5954, 
Epoch [21/90],  U_d: -0.0742,  U_a: -0.9938,  test accuracy: 0.5962,  forget accuracy: 0.6876,  retain accuracy: 0.9252,  att accuracy: 0.5030,  MIA accuracy: 0.5356,  MIA auc: 0.5477,  MIA recall: 0.5808, 
Epoch [22/90],  U_d: -0.0676,  U_a: -1.0000,  test accuracy: 0.5968,  forget accuracy: 0.6634,  retain accuracy: 0.9150,  att accuracy: 0.4999,  MIA accuracy: 0.5415,  MIA auc: 0.5496,  MIA recall: 0.5844, 
Epoch [23/90],  U_d: -0.1533,  U_a: -0.9986,  test accuracy: 0.5958,  forget accuracy: 0.6696,  retain accuracy: 0.9235,  att accuracy: 0.5006,  MIA accuracy: 0.5299,  MIA auc: 0.5468,  MIA recall: 0.5646, 
Epoch [24/90],  U_d: -0.1539,  U_a: -1.0100,  test accuracy: 0.5916,  forget accuracy: 0.6608,  retain accuracy: 0.9190,  att accuracy: 0.4949,  MIA accuracy: 0.5323,  MIA auc: 0.5425,  MIA recall: 0.5590, 
Epoch [25/90],  U_d: -0.1348,  U_a: -1.0022,  test accuracy: 0.5848,  forget accuracy: 0.6432,  retain accuracy: 0.9010,  att accuracy: 0.4988,  MIA accuracy: 0.5219,  MIA auc: 0.5375,  MIA recall: 0.5572, 
Epoch [26/90],  U_d: -0.0417,  U_a: -1.0140,  test accuracy: 0.5734,  forget accuracy: 0.6400,  retain accuracy: 0.9108,  att accuracy: 0.4929,  MIA accuracy: 0.5375,  MIA auc: 0.5557,  MIA recall: 0.5612, 
Epoch [27/90],  U_d: -0.0653,  U_a: -0.9994,  test accuracy: 0.5734,  forget accuracy: 0.6284,  retain accuracy: 0.9031,  att accuracy: 0.5002,  MIA accuracy: 0.5295,  MIA auc: 0.5375,  MIA recall: 0.5586, 
Epoch [28/90],  U_d: -0.0496,  U_a: -0.9914,  test accuracy: 0.5646,  forget accuracy: 0.6176,  retain accuracy: 0.8873,  att accuracy: 0.5042,  MIA accuracy: 0.5205,  MIA auc: 0.5280,  MIA recall: 0.5496, 
Epoch [29/90],  U_d: -0.0614,  U_a: -1.0126,  test accuracy: 0.5824,  forget accuracy: 0.6314,  retain accuracy: 0.9068,  att accuracy: 0.4936,  MIA accuracy: 0.5266,  MIA auc: 0.5390,  MIA recall: 0.5302, 
Epoch [30/90],  U_d: -0.0977,  U_a: -0.9878,  test accuracy: 0.5618,  forget accuracy: 0.6040,  retain accuracy: 0.8761,  att accuracy: 0.5060,  MIA accuracy: 0.5294,  MIA auc: 0.5389,  MIA recall: 0.5414, 
Epoch [31/90],  U_d: -0.1276,  U_a: -0.9998,  test accuracy: 0.5720,  forget accuracy: 0.6138,  retain accuracy: 0.8912,  att accuracy: 0.5000,  MIA accuracy: 0.5271,  MIA auc: 0.5363,  MIA recall: 0.5420, 
Epoch [32/90],  U_d: -0.0702,  U_a: -0.9940,  test accuracy: 0.5478,  forget accuracy: 0.5878,  retain accuracy: 0.8601,  att accuracy: 0.5029,  MIA accuracy: 0.5232,  MIA auc: 0.5323,  MIA recall: 0.5308, 
Epoch [33/90],  U_d: -0.1589,  U_a: -1.0112,  test accuracy: 0.5596,  forget accuracy: 0.5934,  retain accuracy: 0.8743,  att accuracy: 0.4943,  MIA accuracy: 0.5203,  MIA auc: 0.5294,  MIA recall: 0.5318, 
Epoch [34/90],  U_d: -0.0907,  U_a: -0.9968,  test accuracy: 0.5698,  forget accuracy: 0.6020,  retain accuracy: 0.9059,  att accuracy: 0.5015,  MIA accuracy: 0.5232,  MIA auc: 0.5250,  MIA recall: 0.5370, 
Epoch [35/90],  U_d: -0.0908,  U_a: -1.0194,  test accuracy: 0.5408,  forget accuracy: 0.5784,  retain accuracy: 0.8594,  att accuracy: 0.4902,  MIA accuracy: 0.5145,  MIA auc: 0.5239,  MIA recall: 0.5278, 
