Epoch [1/90],  U_d: -0.0846,  U_a: -0.9973,  test accuracy: 0.6738,  forget accuracy: 0.9888,  retain accuracy: 0.9931,  att accuracy: 0.5013,  MIA accuracy: 0.6945,  MIA auc: 0.7394,  MIA recall: 0.9226, 
Epoch [78/90],  U_d: -0.0617,  U_a: -1.0008,  test accuracy: 0.4622,  forget accuracy: 0.4856,  retain accuracy: 0.7892,  att accuracy: 0.4995,  MIA accuracy: 0.5206,  MIA auc: 0.5229,  MIA recall: 0.5262, 
Epoch [79/90],  U_d: -0.0955,  U_a: -1.0068,  test accuracy: 0.4778,  forget accuracy: 0.4976,  retain accuracy: 0.8212,  att accuracy: 0.4965,  MIA accuracy: 0.5137,  MIA auc: 0.5217,  MIA recall: 0.5010, 
Epoch [80/90],  U_d: -0.0804,  U_a: -1.0126,  test accuracy: 0.4852,  forget accuracy: 0.5084,  retain accuracy: 0.8348,  att accuracy: 0.4936,  MIA accuracy: 0.5144,  MIA auc: 0.5199,  MIA recall: 0.4988, 
Epoch [81/90],  U_d: -0.1323,  U_a: -0.9892,  test accuracy: 0.4864,  forget accuracy: 0.5130,  retain accuracy: 0.8416,  att accuracy: 0.5053,  MIA accuracy: 0.5166,  MIA auc: 0.5183,  MIA recall: 0.5140, 
Epoch [82/90],  U_d: -0.1184,  U_a: -1.0116,  test accuracy: 0.4332,  forget accuracy: 0.4490,  retain accuracy: 0.7138,  att accuracy: 0.4941,  MIA accuracy: 0.5153,  MIA auc: 0.5210,  MIA recall: 0.5250, 
Epoch [83/90],  U_d: -0.0417,  U_a: -1.0024,  test accuracy: 0.4598,  forget accuracy: 0.4804,  retain accuracy: 0.7892,  att accuracy: 0.4987,  MIA accuracy: 0.5161,  MIA auc: 0.5197,  MIA recall: 0.5286, 
Epoch [84/90],  U_d: -0.0477,  U_a: -0.9910,  test accuracy: 0.4464,  forget accuracy: 0.4548,  retain accuracy: 0.7469,  att accuracy: 0.5044,  MIA accuracy: 0.5090,  MIA auc: 0.5154,  MIA recall: 0.5230, 
Epoch [85/90],  U_d: -0.1272,  U_a: -0.9934,  test accuracy: 0.4156,  forget accuracy: 0.4418,  retain accuracy: 0.7097,  att accuracy: 0.5032,  MIA accuracy: 0.5178,  MIA auc: 0.5152,  MIA recall: 0.5158, 
Epoch [86/90],  U_d: -0.0521,  U_a: -1.0046,  test accuracy: 0.4454,  forget accuracy: 0.4636,  retain accuracy: 0.7663,  att accuracy: 0.4976,  MIA accuracy: 0.5192,  MIA auc: 0.5257,  MIA recall: 0.5140, 
Epoch [87/90],  U_d: -0.0562,  U_a: -1.0042,  test accuracy: 0.4258,  forget accuracy: 0.4414,  retain accuracy: 0.7330,  att accuracy: 0.4978,  MIA accuracy: 0.5172,  MIA auc: 0.5225,  MIA recall: 0.5480, 
Epoch [88/90],  U_d: -0.1363,  U_a: -0.9958,  test accuracy: 0.4404,  forget accuracy: 0.4442,  retain accuracy: 0.7302,  att accuracy: 0.5020,  MIA accuracy: 0.5180,  MIA auc: 0.5257,  MIA recall: 0.5054, 
Epoch [89/90],  U_d: -0.1431,  U_a: -1.0028,  test accuracy: 0.4520,  forget accuracy: 0.4464,  retain accuracy: 0.7434,  att accuracy: 0.4985,  MIA accuracy: 0.5104,  MIA auc: 0.5105,  MIA recall: 0.4954, 
Epoch [90/90],  U_d: -0.1345,  U_a: -0.9856,  test accuracy: 0.4536,  forget accuracy: 0.4612,  retain accuracy: 0.7700,  att accuracy: 0.5071,  MIA accuracy: 0.4988,  MIA auc: 0.5017,  MIA recall: 0.5018, 
